,p,q,f
8215,0.9719719719719719,0.4264264264264264,0.1111111111111111
6013,0.2672672672672673,0.5525525525525525,0.2222222222222222
8468,0.08108108108108109,0.26926926926926925,0.6666666666666666
866,0.5235235235235235,0.15215215215215216,0.5555555555555556
8144,0.7587587587587588,0.23923923923923923,0.1111111111111111
4234,0.6586586586586587,0.963963963963964,0.5555555555555556
6017,0.5935935935935935,0.5475475475475475,0.0
7813,0.8178178178178178,0.5755755755755756,0.2222222222222222
6282,0.982982982982983,0.91991991991992,0.4444444444444444
4967,0.955955955955956,0.7287287287287287,0.7777777777777778
9722,0.43743743743743746,0.8968968968968969,0.5555555555555556
8419,0.23223223223223224,0.7457457457457457,0.5555555555555556
8520,0.987987987987988,0.8358358358358359,0.1111111111111111
5373,0.6606606606606606,0.7477477477477478,0.8888888888888888
2415,0.25225225225225223,0.2042042042042042,0.4444444444444444
1202,0.8528528528528528,0.5495495495495496,0.8888888888888888
2373,0.28928928928928926,0.5655655655655656,0.4444444444444444
9305,0.6696696696696697,0.3053053053053053,0.5555555555555556
1902,0.991991991991992,0.4774774774774775,0.8888888888888888
3797,0.022022022022022022,0.23323323323323322,1.0
3047,0.6956956956956957,0.0,0.0
3876,0.06006006006006006,0.7997997997997998,0.3333333333333333
474,0.6766766766766766,0.44144144144144143,0.8888888888888888
3372,0.41541541541541543,0.3883883883883884,0.3333333333333333
2886,0.7627627627627628,0.14914914914914915,0.0
5483,0.4124124124124124,0.7917917917917918,0.0
9302,0.9629629629629629,0.5005005005005005,0.5555555555555556
2120,0.6526526526526526,0.2822822822822823,0.1111111111111111
4368,0.43543543543543545,0.4024024024024024,0.8888888888888888
8724,0.48148148148148145,0.5255255255255256,0.2222222222222222
6328,0.09109109109109109,0.45045045045045046,0.2222222222222222
3993,0.44744744744744747,0.2672672672672673,0.4444444444444444
4041,0.7777777777777778,0.09509509509509509,0.4444444444444444
4128,0.6036036036036037,0.9479479479479479,0.7777777777777778
3643,0.7647647647647647,0.5585585585585585,0.8888888888888888
9196,0.07007007007007007,0.17417417417417416,0.1111111111111111
9984,0.8588588588588588,0.4894894894894895,0.0
7673,0.8528528528528528,0.955955955955956,0.3333333333333333
303,0.3923923923923924,0.8888888888888888,0.6666666666666666
2187,0.5795795795795796,0.025025025025025027,0.0
8887,0.6966966966966966,0.7927927927927928,0.4444444444444444
8972,0.9309309309309309,0.5245245245245245,0.0
7045,0.23123123123123124,0.3023023023023023,0.8888888888888888
8147,0.23823823823823823,0.4934934934934935,0.0
439,0.3033033033033033,0.008008008008008008,0.6666666666666666
8658,0.40540540540540543,0.36736736736736736,0.6666666666666666
8971,0.7147147147147147,0.8758758758758759,0.2222222222222222
3825,0.2132132132132132,0.36536536536536535,0.5555555555555556
6719,0.5955955955955956,0.5765765765765766,0.2222222222222222
7588,0.6046046046046046,0.6416416416416416,1.0
5295,0.35935935935935936,0.15815815815815815,0.4444444444444444
5272,0.32732732732732733,0.5415415415415415,0.7777777777777778
1991,0.44244244244244246,0.6736736736736737,0.0
4123,0.13813813813813813,0.26126126126126126,0.7777777777777778
5046,0.31431431431431434,0.3883883883883884,0.7777777777777778
9964,0.4044044044044044,0.6276276276276276,0.2222222222222222
5207,0.2702702702702703,0.46346346346346345,1.0
7496,0.2782782782782783,0.8758758758758759,0.3333333333333333
190,0.5045045045045045,0.6506506506506506,0.3333333333333333
5967,0.3913913913913914,0.9009009009009009,0.5555555555555556
7625,0.6226226226226226,0.012012012012012012,0.2222222222222222
3045,0.9769769769769769,0.08508508508508508,0.1111111111111111
2916,0.984984984984985,0.3533533533533533,1.0
553,0.5985985985985987,0.02902902902902903,0.0
1229,0.8558558558558559,0.3883883883883884,1.0
2770,0.17117117117117117,0.3843843843843844,0.1111111111111111
7311,0.07907907907907907,0.7337337337337337,0.4444444444444444
2939,0.28428428428428426,0.7197197197197197,0.4444444444444444
3807,0.6816816816816816,0.48848848848848847,0.0
8272,0.94994994994995,0.7147147147147147,0.7777777777777778
8265,0.8078078078078078,0.10510510510510511,0.6666666666666666
4261,0.26426426426426425,0.06806806806806807,1.0
2011,0.9459459459459459,0.1971971971971972,0.4444444444444444
3282,0.7497497497497497,0.8608608608608609,0.2222222222222222
8867,0.5765765765765766,0.6686686686686687,0.8888888888888888
2418,0.4934934934934935,0.5855855855855856,1.0
4305,0.6246246246246246,0.6816816816816816,0.2222222222222222
3015,0.6916916916916916,0.1001001001001001,0.5555555555555556
1528,0.8498498498498499,0.3123123123123123,0.7777777777777778
2838,0.031031031031031032,0.3973973973973974,0.2222222222222222
7944,0.028028028028028028,0.46346346346346345,1.0
7273,0.4954954954954955,0.5235235235235235,1.0
5981,0.6926926926926927,0.93993993993994,0.8888888888888888
8623,0.7387387387387387,0.23623623623623624,0.1111111111111111
5642,0.1781781781781782,0.19519519519519518,0.5555555555555556
2035,0.2072072072072072,0.5825825825825826,0.6666666666666666
6827,0.002002002002002002,0.8128128128128128,0.2222222222222222
9314,0.04604604604604605,0.7137137137137137,0.4444444444444444
4096,0.6276276276276276,0.42342342342342343,0.0
7192,0.03903903903903904,0.8868868868868869,0.8888888888888888
9212,0.3133133133133133,0.5685685685685685,0.6666666666666666
4588,0.2972972972972973,0.7817817817817818,0.3333333333333333
5536,0.2172172172172172,0.3073073073073073,0.1111111111111111
6738,0.0990990990990991,0.13213213213213212,0.3333333333333333
74,0.6486486486486487,0.0,1.0
3975,0.8978978978978979,0.9379379379379379,0.0
5203,0.4974974974974975,0.4844844844844845,0.5555555555555556
7297,0.32432432432432434,0.6616616616616616,0.1111111111111111
3580,0.11511511511511512,0.9209209209209209,0.5555555555555556
6600,0.5845845845845846,0.04904904904904905,0.3333333333333333
9934,0.44344344344344344,0.7557557557557557,0.4444444444444444
4297,0.1921921921921922,0.5185185185185185,1.0
2918,0.8168168168168168,0.8768768768768769,0.1111111111111111
4199,0.007007007007007007,0.01901901901901902,1.0
1261,0.9379379379379379,0.25625625625625625,0.6666666666666666
2330,0.960960960960961,0.6346346346346347,0.8888888888888888
2411,0.1041041041041041,0.997997997997998,0.3333333333333333
2829,0.2752752752752753,0.934934934934935,0.3333333333333333
339,0.914914914914915,0.12412412412412413,0.2222222222222222
3624,0.031031031031031032,0.7967967967967968,0.1111111111111111
6397,0.9039039039039038,0.8548548548548549,0.0
8069,0.5525525525525525,0.3883883883883884,0.6666666666666666
8700,0.5095095095095095,0.2022022022022022,0.8888888888888888
3342,0.3153153153153153,0.16816816816816818,1.0
5098,0.2902902902902903,0.8688688688688688,0.8888888888888888
3991,0.6356356356356356,0.24624624624624625,0.8888888888888888
5359,0.06706706706706707,0.7477477477477478,0.7777777777777778
8587,0.5855855855855856,0.8908908908908909,1.0
1743,0.04804804804804805,0.26426426426426425,0.2222222222222222
8757,0.9819819819819819,0.3123123123123123,0.5555555555555556
4284,0.28128128128128127,0.6666666666666666,0.5555555555555556
7667,0.7747747747747747,0.8838838838838838,0.1111111111111111
6271,0.9049049049049049,0.5515515515515516,0.1111111111111111
4647,0.943943943943944,0.14114114114114115,0.2222222222222222
1023,0.02902902902902903,0.7257257257257257,0.7777777777777778
9841,0.6276276276276276,0.5515515515515516,1.0
5442,0.7127127127127127,0.34934934934934936,0.8888888888888888
6643,0.8168168168168168,0.8158158158158159,0.0
6008,0.7917917917917918,0.8198198198198198,0.4444444444444444
2566,0.1831831831831832,0.24024024024024024,0.2222222222222222
3156,0.4944944944944945,0.8578578578578578,0.1111111111111111
9074,0.31431431431431434,0.978978978978979,0.5555555555555556
4883,0.8008008008008008,0.11011011011011011,0.3333333333333333
6130,0.8028028028028028,0.6306306306306306,0.2222222222222222
1567,0.012012012012012012,0.3733733733733734,0.7777777777777778
1749,0.5555555555555556,0.5575575575575575,0.6666666666666666
2092,0.16516516516516516,0.43843843843843844,0.4444444444444444
826,0.9079079079079079,0.08308308308308308,0.5555555555555556
8066,0.4544544544544545,0.09109109109109109,0.4444444444444444
4119,0.4194194194194194,0.7177177177177178,0.8888888888888888
4005,0.6766766766766766,0.8808808808808809,1.0
1544,0.05405405405405406,0.37737737737737737,1.0
6346,0.3663663663663664,0.48848848848848847,0.5555555555555556
1446,0.0960960960960961,0.2122122122122122,0.2222222222222222
4903,0.7417417417417418,0.19119119119119118,0.2222222222222222
8597,0.44644644644644643,0.6086086086086087,0.6666666666666666
7511,0.4824824824824825,0.7427427427427428,0.0
9194,0.8698698698698699,0.24324324324324326,0.5555555555555556
2821,0.5535535535535535,0.11511511511511512,1.0
403,0.02702702702702703,0.6696696696696697,0.6666666666666666
5848,0.13513513513513514,0.6466466466466466,0.0
9813,0.9329329329329329,0.5165165165165165,0.3333333333333333
9232,0.6966966966966966,0.8968968968968969,0.0
5259,0.9269269269269269,0.44244244244244246,1.0
92,0.24424424424424424,0.7417417417417418,0.7777777777777778
8307,0.3263263263263263,0.6566566566566566,1.0
5574,0.5485485485485485,0.6686686686686687,0.8888888888888888
9483,0.04804804804804805,0.4594594594594595,0.5555555555555556
4031,0.6486486486486487,0.4934934934934935,0.5555555555555556
9103,0.8768768768768769,0.02902902902902903,1.0
2747,0.970970970970971,0.5045045045045045,0.2222222222222222
5569,0.9059059059059059,0.6436436436436437,0.2222222222222222
2528,0.17617617617617617,0.3973973973973974,1.0
6650,0.13413413413413414,0.9109109109109109,0.7777777777777778
9670,0.2552552552552553,0.3983983983983984,0.3333333333333333
9264,0.3663663663663664,0.7757757757757757,0.1111111111111111
7489,0.2962962962962963,0.7557557557557557,0.4444444444444444
9905,0.97997997997998,0.19519519519519518,0.1111111111111111
2987,0.34234234234234234,0.3833833833833834,0.0
9325,0.8268268268268268,0.021021021021021023,1.0
1531,0.17517517517517517,0.6186186186186187,0.7777777777777778
7290,0.12612612612612611,0.33233233233233234,0.3333333333333333
1263,0.44844844844844844,0.035035035035035036,0.2222222222222222
3803,0.6906906906906907,0.22622622622622623,0.5555555555555556
3552,0.42842842842842843,0.5825825825825826,0.4444444444444444
6082,0.15115115115115116,0.24624624624624625,0.1111111111111111
1466,0.13813813813813813,0.27127127127127126,0.6666666666666666
9941,0.16316316316316315,0.5965965965965966,0.6666666666666666
4731,0.6056056056056056,0.3063063063063063,0.5555555555555556
1721,0.5325325325325325,0.26626626626626626,0.6666666666666666
5289,0.19519519519519518,0.9259259259259259,0.1111111111111111
6074,0.3263263263263263,0.8578578578578578,0.3333333333333333
8414,0.9579579579579579,0.2122122122122122,0.1111111111111111
8094,0.6516516516516516,0.9719719719719719,0.4444444444444444
8952,0.7477477477477478,0.34234234234234234,0.2222222222222222
6640,0.6706706706706707,0.3163163163163163,1.0
7517,0.8698698698698699,0.5735735735735735,0.4444444444444444
4367,0.0,0.4264264264264264,0.0
4995,0.6596596596596597,0.16316316316316315,0.6666666666666666
570,0.6946946946946947,0.9409409409409409,0.0
1744,0.3793793793793794,0.7417417417417418,0.8888888888888888
277,0.47647647647647645,0.9629629629629629,0.2222222222222222
9982,0.5305305305305306,0.37537537537537535,0.5555555555555556
9388,0.9009009009009009,0.914914914914915,0.2222222222222222
8279,0.042042042042042045,0.5185185185185185,0.1111111111111111
4133,0.4744744744744745,0.3213213213213213,0.6666666666666666
1989,0.9309309309309309,0.9569569569569569,0.2222222222222222
8174,0.7587587587587588,0.06106106106106106,0.8888888888888888
5955,0.44344344344344344,0.45045045045045046,0.8888888888888888
5938,0.7177177177177178,0.8648648648648649,0.1111111111111111
2981,0.09509509509509509,0.995995995995996,0.3333333333333333
1863,0.07707707707707707,0.12612612612612611,0.2222222222222222
6510,0.22122122122122123,0.20520520520520522,0.2222222222222222
3509,0.08408408408408409,0.7027027027027027,0.7777777777777778
6175,0.9309309309309309,0.6766766766766766,0.7777777777777778
7362,0.996996996996997,0.6656656656656657,0.3333333333333333
5874,0.05205205205205205,0.2922922922922923,1.0
8570,0.6066066066066066,0.5895895895895896,0.5555555555555556
4323,0.8958958958958959,0.6856856856856857,0.8888888888888888
9812,0.5195195195195195,0.6376376376376376,0.5555555555555556
5665,0.7677677677677678,0.14714714714714713,1.0
2012,0.9719719719719719,0.7217217217217218,0.3333333333333333
6631,0.4214214214214214,0.5955955955955956,0.7777777777777778
1227,0.7107107107107107,0.13113113113113112,0.7777777777777778
8941,0.7607607607607607,0.8308308308308309,0.1111111111111111
5721,0.34534534534534533,0.8948948948948949,0.4444444444444444
4614,0.14914914914914915,0.43343343343343343,0.4444444444444444
1869,0.38538538538538536,0.8418418418418419,0.5555555555555556
1449,0.5455455455455456,0.34234234234234234,0.5555555555555556
9464,0.6596596596596597,0.3283283283283283,0.6666666666666666
348,0.14914914914914915,0.003003003003003003,0.3333333333333333
156,0.4214214214214214,0.8918918918918919,0.4444444444444444
2165,0.6926926926926927,0.4914914914914915,0.0
4740,0.12312312312312312,0.08308308308308308,0.3333333333333333
5104,0.3053053053053053,0.47047047047047047,1.0
5741,0.928928928928929,0.4344344344344344,0.4444444444444444
7539,0.4344344344344344,0.38038038038038036,0.8888888888888888
1765,0.24224224224224225,0.2872872872872873,0.2222222222222222
9392,0.6436436436436437,0.25125125125125125,0.7777777777777778
4705,0.15815815815815815,0.8078078078078078,0.3333333333333333
8172,0.01901901901901902,0.950950950950951,0.5555555555555556
9327,0.4774774774774775,0.028028028028028028,0.3333333333333333
9583,0.8158158158158159,0.42342342342342343,0.8888888888888888
7804,0.7787787787787788,0.29429429429429427,0.4444444444444444
6427,0.5775775775775776,0.8978978978978979,0.8888888888888888
7653,0.8118118118118118,0.92992992992993,0.7777777777777778
3615,0.12312312312312312,0.9039039039039038,0.0
6555,0.6186186186186187,0.8728728728728729,0.2222222222222222
784,0.7217217217217218,0.5625625625625625,0.5555555555555556
4358,0.5475475475475475,0.013013013013013013,0.8888888888888888
5530,0.32732732732732733,0.5115115115115115,0.1111111111111111
2885,0.9429429429429429,0.6266266266266266,0.0
7191,0.8958958958958959,0.36036036036036034,0.8888888888888888
3529,0.15715715715715717,0.018018018018018018,0.6666666666666666
757,0.13213213213213212,0.05205205205205205,0.3333333333333333
4060,0.9379379379379379,0.012012012012012012,0.6666666666666666
4888,0.6206206206206206,0.9619619619619619,0.1111111111111111
7006,0.7827827827827828,0.3923923923923924,0.7777777777777778
8758,0.44844844844844844,0.5605605605605606,0.0
9274,0.6006006006006006,0.043043043043043044,0.8888888888888888
1856,0.31931931931931934,0.29429429429429427,0.7777777777777778
3243,0.2552552552552553,0.06006006006006006,0.6666666666666666
9186,0.23323323323323322,0.7187187187187187,0.7777777777777778
3712,0.4994994994994995,0.985985985985986,0.2222222222222222
3747,0.8108108108108109,0.6346346346346347,0.3333333333333333
2941,0.6066066066066066,0.4174174174174174,1.0
2946,0.3053053053053053,0.7647647647647647,0.2222222222222222
1892,0.8678678678678678,0.32732732732732733,0.3333333333333333
2803,0.31931931931931934,0.4944944944944945,0.5555555555555556
6799,0.6846846846846847,0.29429429429429427,0.6666666666666666
8576,0.012012012012012012,0.9719719719719719,0.1111111111111111
3163,0.43243243243243246,0.34734734734734735,0.2222222222222222
8438,0.4904904904904905,0.3893893893893894,0.0
4881,0.5095095095095095,0.3163163163163163,0.2222222222222222
5361,0.13713713713713713,0.7747747747747747,0.0
6834,0.15415415415415415,0.1991991991991992,0.0
9582,0.12012012012012012,0.6936936936936937,0.5555555555555556
2159,0.8538538538538538,0.8288288288288288,0.3333333333333333
5012,0.02702702702702703,0.013013013013013013,0.7777777777777778
7567,0.09309309309309309,0.06806806806806807,0.6666666666666666
8596,0.33133133133133136,0.95995995995996,1.0
9627,0.5655655655655656,0.8678678678678678,0.0
8043,0.3843843843843844,0.13813813813813813,0.3333333333333333
4684,0.2682682682682683,0.6866866866866866,0.7777777777777778
9626,0.8988988988988988,0.12812812812812813,0.1111111111111111
3783,0.9209209209209209,0.2912912912912913,0.0
2512,0.6276276276276276,0.44544544544544545,1.0
2403,0.7637637637637638,0.6416416416416416,1.0
8188,0.02002002002002002,0.08808808808808809,0.3333333333333333
2453,0.13813813813813813,0.08008008008008008,0.5555555555555556
4450,0.36936936936936937,0.01701701701701702,0.0
3820,0.5065065065065065,0.9419419419419419,0.7777777777777778
6516,0.07307307307307308,0.45845845845845845,1.0
2937,0.9579579579579579,0.955955955955956,0.5555555555555556
2980,0.5275275275275275,0.2772772772772773,0.2222222222222222
7428,0.006006006006006006,0.03803803803803804,0.1111111111111111
2496,0.03803803803803804,0.5935935935935935,0.5555555555555556
2662,0.9259259259259259,0.42242242242242245,0.3333333333333333
5675,0.3073073073073073,0.3963963963963964,0.3333333333333333
5035,0.5675675675675675,0.8148148148148148,0.8888888888888888
8202,0.025025025025025027,0.9169169169169169,0.4444444444444444
7969,0.16416416416416416,0.5235235235235235,0.1111111111111111
6042,0.5135135135135135,0.09009009009009009,0.2222222222222222
4146,0.3133133133133133,0.9309309309309309,0.0
6384,0.7567567567567568,0.45345345345345345,0.8888888888888888
9774,0.4184184184184184,0.28928928928928926,0.4444444444444444
3647,0.6006006006006006,0.013013013013013013,0.5555555555555556
9932,0.12312312312312312,0.46346346346346345,0.4444444444444444
18,0.31431431431431434,0.988988988988989,0.3333333333333333
9630,0.1041041041041041,0.5005005005005005,0.7777777777777778
4443,0.16616616616616617,0.25625625625625625,0.4444444444444444
1354,0.5295295295295295,0.972972972972973,0.5555555555555556
8498,0.021021021021021023,0.914914914914915,1.0
2479,0.5155155155155156,0.8428428428428428,0.8888888888888888
8923,0.04604604604604605,0.918918918918919,0.4444444444444444
4962,0.3253253253253253,0.8528528528528528,0.7777777777777778
3306,0.7887887887887888,0.990990990990991,0.3333333333333333
7343,0.6426426426426426,0.7097097097097097,0.4444444444444444
9061,0.35935935935935936,0.2012012012012012,0.7777777777777778
973,0.984984984984985,0.6086086086086087,0.4444444444444444
684,0.6596596596596597,0.3063063063063063,0.1111111111111111
8849,0.06106106106106106,0.6636636636636637,0.1111111111111111
26,0.8558558558558559,0.7227227227227228,0.2222222222222222
5935,0.35235235235235235,0.908908908908909,0.0
6144,0.22522522522522523,0.8228228228228228,0.8888888888888888
521,0.6826826826826827,0.5105105105105106,0.4444444444444444
9268,0.45845845845845845,0.5395395395395396,0.2222222222222222
2435,0.5575575575575575,0.13813813813813813,0.6666666666666666
7346,0.7067067067067067,0.6996996996996997,0.2222222222222222
1340,0.22922922922922923,0.6296296296296297,0.4444444444444444
3416,0.2552552552552553,0.24624624624624625,0.0
3200,0.24524524524524524,0.09309309309309309,0.1111111111111111
4212,0.7447447447447447,0.954954954954955,0.6666666666666666
2864,0.5855855855855856,0.3133133133133133,0.1111111111111111
9423,0.8748748748748749,0.8558558558558559,0.7777777777777778
7007,0.960960960960961,0.5285285285285285,1.0
2844,0.3213213213213213,0.6216216216216216,0.1111111111111111
6808,0.7387387387387387,0.8458458458458459,0.6666666666666666
9617,0.4854854854854855,0.8198198198198198,0.3333333333333333
5419,0.8098098098098098,0.7247247247247247,0.8888888888888888
3816,0.6526526526526526,0.3303303303303303,0.3333333333333333
4969,0.04804804804804805,0.14514514514514515,0.6666666666666666
861,0.023023023023023025,0.8868868868868869,0.2222222222222222
2054,0.9259259259259259,0.923923923923924,0.0
3941,0.33233233233233234,0.6786786786786787,0.1111111111111111
2984,0.5185185185185185,0.35935935935935936,0.4444444444444444
7345,0.8068068068068068,0.34134134134134136,1.0
114,0.2072072072072072,0.8268268268268268,0.6666666666666666
7123,0.4014014014014014,0.5425425425425425,1.0
2729,0.8128128128128128,0.1091091091091091,0.4444444444444444
7555,0.48848848848848847,0.35235235235235235,0.1111111111111111
8913,0.5125125125125125,0.18618618618618618,0.0
4795,0.2222222222222222,0.9459459459459459,0.5555555555555556
6940,0.8078078078078078,0.04104104104104104,1.0
4532,0.7727727727727728,0.3813813813813814,1.0
6535,0.24924924924924924,0.23723723723723725,0.5555555555555556
7903,0.18018018018018017,0.6516516516516516,0.2222222222222222
5459,0.7267267267267268,0.5445445445445446,1.0
7717,0.7757757757757757,0.002002002002002002,0.5555555555555556
6709,0.06706706706706707,0.30930930930930933,0.4444444444444444
4983,0.26126126126126126,0.8458458458458459,1.0
636,0.8948948948948949,0.924924924924925,0.6666666666666666
4748,0.3203203203203203,0.004004004004004004,0.8888888888888888
8325,0.5515515515515516,0.6796796796796797,0.4444444444444444
8385,0.5925925925925926,0.4264264264264264,0.7777777777777778
1145,0.5395395395395396,0.5725725725725725,1.0
3413,0.3713713713713714,0.36036036036036034,0.7777777777777778
5273,0.7227227227227228,0.4044044044044044,0.6666666666666666
823,0.6976976976976977,0.965965965965966,0.2222222222222222
9173,0.972972972972973,0.18218218218218218,0.8888888888888888
8523,0.5975975975975976,0.6276276276276276,0.2222222222222222
3551,0.6556556556556556,0.33433433433433435,1.0
3983,0.3003003003003003,0.5745745745745746,0.4444444444444444
1385,0.4064064064064064,0.06806806806806807,0.3333333333333333
4398,0.7707707707707707,0.6386386386386387,0.5555555555555556
8636,0.014014014014014014,0.3973973973973974,0.8888888888888888
5575,0.5365365365365365,0.6426426426426426,0.5555555555555556
5843,0.995995995995996,0.15915915915915915,0.7777777777777778
7935,0.01901901901901902,0.41541541541541543,0.1111111111111111
1579,0.9039039039039038,0.5595595595595596,0.4444444444444444
2104,0.21121121121121122,0.43343343343343343,0.6666666666666666
7054,0.4114114114114114,0.6896896896896897,0.7777777777777778
6585,0.35535535535535534,0.5765765765765766,0.7777777777777778
8278,0.06306306306306306,0.4084084084084084,0.2222222222222222
1249,0.6906906906906907,0.8178178178178178,0.2222222222222222
4856,0.7507507507507507,0.5095095095095095,0.0
8629,0.20520520520520522,0.5995995995995996,0.3333333333333333
4470,0.12312312312312312,0.8878878878878879,0.2222222222222222
293,0.8348348348348348,0.2552552552552553,0.7777777777777778
7760,0.28928928928928926,0.12812812812812813,0.8888888888888888
6664,0.8428428428428428,0.5405405405405406,0.8888888888888888
3262,0.38738738738738737,0.7177177177177178,0.3333333333333333
3085,0.3883883883883884,0.8538538538538538,0.8888888888888888
4174,0.7107107107107107,0.996996996996997,0.2222222222222222
836,0.2952952952952953,0.37237237237237236,0.3333333333333333
2571,0.24524524524524524,0.8008008008008008,0.0
9694,0.46546546546546547,0.8318318318318318,0.6666666666666666
1841,0.7567567567567568,0.5235235235235235,0.5555555555555556
4002,0.10810810810810811,0.34434434434434436,0.2222222222222222
6151,0.8768768768768769,0.12712712712712712,0.8888888888888888
8071,0.14114114114114115,0.3963963963963964,0.7777777777777778
7460,0.6306306306306306,0.5955955955955956,0.0
3183,0.03403403403403404,0.26626626626626626,0.7777777777777778
2367,0.13013013013013014,0.2822822822822823,0.1111111111111111
7993,0.12812812812812813,0.12212212212212212,0.7777777777777778
2943,0.7397397397397397,0.08708708708708708,0.3333333333333333
9383,0.9049049049049049,0.7117117117117117,0.8888888888888888
4581,0.16816816816816818,0.6056056056056056,0.7777777777777778
5134,0.4314314314314314,0.16616616616616617,0.6666666666666666
1051,0.05105105105105105,0.1841841841841842,0.6666666666666666
2383,0.94994994994995,0.4754754754754755,0.5555555555555556
2171,0.9569569569569569,0.14114114114114115,0.0
5920,0.5385385385385385,0.8848848848848849,0.2222222222222222
894,0.1971971971971972,0.09309309309309309,0.0
8888,0.7297297297297297,0.037037037037037035,0.8888888888888888
8792,0.5135135135135135,0.9429429429429429,0.5555555555555556
5305,0.34234234234234234,0.38738738738738737,0.2222222222222222
5303,0.14614614614614616,0.4874874874874875,0.2222222222222222
6508,0.3743743743743744,0.1971971971971972,0.5555555555555556
