,p,q,f,out
147,189,490,2,679
148,463,901,2,1364
149,787,914,10,-127
150,592,747,9,-155
151,151,157,8,-6
152,993,662,9,331
153,260,435,2,695
154,505,373,8,132
155,849,668,6,181
156,975,392,6,583
157,889,841,2,1730
158,230,707,8,-477
159,83,413,8,-330
160,258,18,3,276
161,452,702,10,-250
162,20,972,6,-952
163,463,547,9,-84
164,49,564,4,613
165,267,260,3,527
166,720,191,8,529
167,637,729,5,-92
168,689,92,1,781
169,7,333,7,-326
170,431,853,2,1284
171,237,590,5,-353
172,882,683,4,1565
173,2,55,10,-53
174,90,127,3,217
175,458,768,9,-310
176,134,451,5,-317
177,677,508,9,169
178,573,65,3,638
179,180,59,4,239
180,920,601,8,319
181,641,590,7,51
182,187,513,7,-326
183,281,26,10,255
184,480,412,3,892
185,90,465,8,-375
186,444,473,5,-29
187,261,865,6,-604
188,99,267,2,366
189,925,9,4,934
190,601,787,10,-186
191,308,403,10,-95
192,784,938,6,-154
193,766,977,2,1743
194,352,823,3,1175
195,49,431,9,-382
196,792,395,7,397
197,106,107,10,-1
198,808,631,2,1439
199,588,576,10,12
200,704,734,9,-30
201,366,373,4,739
202,902,750,1,1652
203,250,878,10,-628
204,31,465,9,-434
205,138,189,9,-51
206,557,682,3,1239
207,750,370,10,380
208,60,455,2,515
209,961,884,5,77
210,734,923,7,-189
211,709,485,1,1194
212,577,909,6,-332
213,111,89,10,22
214,12,820,8,-808
215,185,119,7,66
216,386,834,2,1220
217,943,261,2,1204
218,935,128,5,807
219,321,672,9,-351
220,82,399,2,481
221,202,910,1,1112
222,399,848,2,1247
223,138,352,8,-214
224,50,885,6,-835
225,965,284,8,681
226,282,257,5,25
227,114,999,7,-885
228,534,941,5,-407
229,650,606,9,44
230,978,354,2,1332
231,977,337,8,640
232,908,533,4,1441
233,941,629,5,312
234,172,125,3,297
235,608,702,9,-94
236,461,367,2,828
237,318,528,9,-210
238,208,358,1,566
239,447,283,5,164
240,923,197,2,1120
241,538,272,4,810
242,30,980,9,-950
243,698,586,8,112
244,516,897,7,-381
245,593,313,9,280
246,946,323,9,623
247,991,291,6,700
248,379,0,4,379
249,212,728,5,-516
250,861,227,4,1088
251,939,81,2,1020
252,698,441,6,257
253,331,721,8,-390
254,459,46,7,413
255,142,171,6,-29
256,321,654,7,-333
257,246,521,8,-275
258,523,750,9,-227
259,908,514,9,394
260,875,867,9,8
261,945,97,9,848
262,626,842,1,1468
263,798,125,3,923
264,332,366,7,-34
265,111,608,3,719
266,913,350,2,1263
267,747,130,5,617
268,571,660,4,1231
269,775,384,6,391
270,517,582,10,-65
271,774,57,10,717
272,329,235,10,94
273,124,986,7,-862
274,561,425,6,136
275,493,440,3,933
276,110,552,8,-442
277,392,731,9,-339
278,111,7,3,118
279,322,782,1,1104
280,971,761,1,1732
281,737,350,9,387
282,88,748,2,836
283,703,893,1,1596
284,107,471,10,-364
285,895,685,3,1580
286,562,732,5,-170
287,224,10,4,234
288,691,469,6,222
289,36,309,8,-273
290,297,605,6,-308
291,400,566,6,-166
292,27,667,2,694
293,806,643,7,163
294,988,690,7,298
295,175,82,4,257
296,451,845,4,1296
297,268,4,10,264
298,632,543,2,1175
299,467,480,7,-13
300,591,392,3,983
301,967,269,3,1236
302,841,348,8,493
303,875,475,8,400
304,165,75,9,90
305,511,383,8,128
306,720,290,4,1010
307,158,836,8,-678
308,260,998,6,-738
309,687,42,9,645
310,670,452,3,1122
311,157,333,9,-176
312,625,431,3,1056
313,336,851,9,-515
314,748,958,7,-210
315,279,28,5,251
316,749,570,10,179
317,286,223,2,509
318,894,887,10,7
319,113,802,5,-689
320,600,51,1,651
321,746,474,7,272
322,848,70,2,918
323,22,801,7,-779
324,69,231,8,-162
325,902,324,2,1226
326,771,834,6,-63
327,212,693,1,905
328,622,675,9,-53
329,710,489,4,1199
330,337,72,2,409
331,700,156,10,544
332,483,220,3,703
333,363,108,6,255
334,582,271,8,311
335,340,102,3,442
336,22,218,2,240
337,132,268,4,400
338,569,553,3,1122
339,588,267,2,855
340,943,241,2,1184
341,864,77,4,941
342,314,551,1,865
343,786,318,9,468
344,815,146,2,961
345,739,202,6,537
346,795,403,6,392
347,970,310,3,1280
348,50,318,10,-268
349,558,510,7,48
350,975,731,3,1706
351,11,173,6,-162
352,201,713,10,-512
353,861,365,7,496
354,970,58,9,912
355,482,347,4,829
356,3,875,6,-872
357,329,227,7,102
358,268,146,1,414
359,373,585,9,-212
360,979,662,9,317
361,367,505,2,872
362,851,806,1,1657
363,745,588,9,157
364,899,628,8,271
365,424,179,7,245
366,955,651,6,304
367,579,70,9,509
368,806,157,3,963
369,192,628,1,820
370,660,422,5,238
371,736,694,6,42
372,219,986,7,-767
373,609,294,6,315
374,304,438,8,-134
375,645,242,10,403
376,910,138,2,1048
377,940,191,4,1131
378,377,166,7,211
379,788,244,7,544
380,88,665,4,753
381,765,512,8,253
382,844,269,2,1113
383,305,377,9,-72
384,244,496,4,740
385,374,65,9,309
386,325,821,10,-496
387,753,779,5,-26
388,200,227,3,427
389,318,25,10,293
390,190,496,10,-306
391,796,756,10,40
392,637,14,5,623
393,28,89,2,117
394,750,43,2,793
395,964,784,7,180
396,700,527,9,173
397,273,446,1,719
398,352,219,1,571
399,243,356,4,599
400,851,48,6,803
401,234,536,5,-302
402,13,834,3,847
403,760,354,4,1114
404,414,618,5,-204
405,906,379,6,527
406,710,267,7,443
407,165,910,9,-745
408,345,134,1,479
409,998,840,10,158
410,411,394,3,805
411,908,29,9,879
412,488,778,7,-290
413,514,416,4,930
414,324,587,5,-263
415,136,359,6,-223
416,595,734,5,-139
417,451,425,5,26
418,673,473,7,200
419,588,770,1,1358
420,980,657,10,323
421,73,875,5,-802
422,654,120,9,534
423,189,671,4,860
424,448,276,3,724
425,198,151,7,47
426,42,359,1,401
427,893,494,10,399
428,161,559,7,-398
429,139,993,6,-854
430,77,884,10,-807
431,710,286,1,996
432,520,34,1,554
433,582,139,8,443
434,534,153,8,381
435,468,733,7,-265
436,618,865,1,1483
437,858,940,10,-82
438,723,539,1,1262
439,285,789,10,-504
440,897,789,10,108
441,803,262,4,1065
442,327,164,4,491
443,54,497,1,551
444,50,346,5,-296
445,762,916,6,-154
446,730,138,5,592
447,864,306,8,558
448,440,413,9,27
449,70,958,8,-888
450,153,423,10,-270
451,26,914,4,940
452,802,681,10,121
453,112,396,4,508
454,119,837,10,-718
455,725,850,5,-125
456,702,962,7,-260
457,645,852,8,-207
458,587,794,6,-207
459,844,789,6,55
460,285,41,3,326
461,555,624,5,-69
462,744,75,9,669
463,433,432,10,1
464,185,576,5,-391
465,963,345,3,1308
466,117,567,9,-450
467,525,152,4,677
468,763,251,7,512
469,987,277,9,710
470,628,554,7,74
471,454,196,2,650
472,177,972,2,1149
473,809,36,7,773
474,596,594,10,2
475,668,221,3,889
476,565,882,9,-317
477,748,874,6,-126
478,196,496,9,-300
479,486,808,2,1294
480,797,279,7,518
481,109,775,5,-666
482,221,742,6,-521
483,654,108,6,546
484,275,22,3,297
485,419,491,5,-72
486,913,587,9,326
487,396,321,7,75
488,108,882,6,-774
489,189,570,9,-381
490,172,351,7,-179
491,600,182,1,782
492,498,659,6,-161
493,160,372,8,-212
494,632,937,2,1569
495,524,171,4,695
496,989,11,7,978
497,54,648,6,-594
498,950,826,10,124
499,849,43,2,892
500,58,608,2,666
501,961,227,3,1188
502,543,434,2,977
503,154,689,6,-535
504,406,102,2,508
505,626,335,8,291
506,890,22,5,868
507,484,226,5,258
508,541,154,3,695
509,842,628,6,214
510,887,747,4,1634
511,623,72,6,551
512,829,732,8,97
513,49,21,7,28
514,278,764,5,-486
515,673,356,5,317
516,648,827,9,-179
517,761,988,10,-227
518,595,783,9,-188
519,104,257,5,-153
520,12,477,10,-465
521,956,911,2,1867
522,723,543,3,1266
523,274,848,7,-574
524,18,696,10,-678
525,543,247,4,790
526,89,766,8,-677
527,742,1,7,741
528,971,564,10,407
529,253,735,1,988
530,115,754,9,-639
531,274,111,2,385
532,734,244,2,978
533,834,693,9,141
534,606,291,5,315
535,975,266,3,1241
536,926,323,2,1249
537,101,6,1,107
538,546,424,7,122
539,388,980,8,-592
540,524,631,2,1155
541,750,518,9,232
542,694,562,9,132
543,702,860,1,1562
544,92,244,9,-152
545,132,554,5,-422
546,455,264,5,191
547,642,566,5,76
548,375,246,7,129
549,241,49,5,192
550,957,702,4,1659
551,884,437,5,447
552,18,976,8,-958
553,406,950,6,-544
554,212,972,6,-760
555,933,105,5,828
556,730,4,4,734
557,501,334,10,167
558,733,406,7,327
559,542,107,10,435
560,763,667,9,96
561,330,666,7,-336
562,113,734,10,-621
563,61,850,3,911
564,519,442,8,77
565,147,115,3,262
566,401,27,3,428
567,260,741,6,-481
568,343,443,10,-100
569,156,983,5,-827
570,884,22,2,906
571,781,260,9,521
572,913,176,3,1089
573,576,172,7,404
574,669,965,8,-296
575,322,233,9,89
576,523,678,7,-155
577,366,135,4,501
578,367,749,5,-382
579,373,665,4,1038
580,258,710,5,-452
581,830,336,2,1166
582,926,934,5,-8
583,545,46,7,499
584,287,743,6,-456
585,755,733,5,22
586,398,464,1,862
587,659,361,5,298
588,825,25,10,800
589,728,217,5,511
590,250,135,10,115
591,904,810,7,94
592,129,510,8,-381
593,760,270,4,1030
594,962,147,8,815
595,614,536,3,1150
596,204,247,5,-43
597,773,91,6,682
598,22,629,9,-607
599,857,921,6,-64
600,929,185,7,744
601,683,389,10,294
602,710,417,1,1127
603,440,115,5,325
604,525,424,10,101
605,910,317,4,1227
606,627,275,5,352
607,469,580,4,1049
608,818,916,3,1734
609,874,218,7,656
610,990,259,9,731
611,937,315,1,1252
612,379,738,4,1117
613,498,146,7,352
614,123,21,4,144
615,972,703,4,1675
616,683,805,5,-122
617,890,731,8,159
618,953,93,4,1046
619,264,670,9,-406
620,608,384,1,992
621,654,919,1,1573
622,484,233,5,251
623,83,645,5,-562
624,81,958,6,-877
625,88,559,10,-471
626,477,371,9,106
627,698,507,8,191
628,20,50,2,70
629,679,302,9,377
630,486,701,1,1187
631,525,695,6,-170
632,645,386,8,259
633,215,64,6,151
634,831,140,6,691
635,195,493,4,688
636,498,548,6,-50
637,807,178,5,629
638,583,210,9,373
639,318,907,7,-589
640,429,941,4,1370
641,258,826,9,-568
642,360,812,5,-452
643,922,859,8,63
644,150,219,4,369
645,180,404,6,-224
646,107,873,1,980
647,368,249,7,119
648,361,670,1,1031
649,248,313,5,-65
650,986,527,8,459
651,843,833,9,10
652,583,753,10,-170
653,251,380,2,631
654,798,493,10,305
655,55,718,6,-663
656,720,822,9,-102
657,19,838,5,-819
658,50,680,2,730
659,596,52,4,648
660,751,289,9,462
661,859,964,7,-105
662,269,379,9,-110
663,767,36,9,731
664,154,766,5,-612
665,615,251,7,364
666,250,467,6,-217
667,326,90,9,236
668,220,750,1,970
669,375,130,3,505
670,44,54,8,-10
671,524,403,7,121
672,911,909,7,2
673,517,862,7,-345
674,376,120,2,496
675,52,799,1,851
676,397,115,4,512
677,379,227,2,606
678,760,941,4,1701
679,943,236,3,1179
680,887,515,1,1402
681,458,913,8,-455
682,298,860,7,-562
683,629,862,7,-233
684,845,770,6,75
685,15,331,3,346
686,140,775,8,-635
687,241,986,3,1227
688,712,53,1,765
689,466,94,6,372
690,109,50,9,59
691,532,913,7,-381
692,601,431,8,170
693,343,623,1,966
694,27,192,9,-165
695,614,711,9,-97
696,548,629,5,-81
697,597,463,8,134
698,137,610,7,-473
699,320,979,10,-659
700,232,367,5,-135
701,991,714,3,1705
702,484,291,1,775
703,929,647,1,1576
704,20,875,5,-855
705,570,626,4,1196
706,100,555,9,-455
707,853,85,9,768
708,183,749,7,-566
709,397,636,5,-239
710,896,89,10,807
711,885,188,9,697
712,805,193,7,612
713,564,102,3,666
714,484,646,1,1130
715,236,146,6,90
716,492,26,9,466
717,671,971,8,-300
718,209,212,5,-3
719,355,486,6,-131
720,753,581,2,1334
721,144,704,9,-560
722,733,644,1,1377
723,753,511,8,242
724,112,21,6,91
725,138,469,9,-331
726,816,383,8,433
727,949,131,2,1080
728,123,658,5,-535
729,283,761,7,-478
730,316,449,6,-133
731,309,761,5,-452
732,989,144,7,845
733,770,891,2,1661
734,830,729,10,101
735,716,367,1,1083
736,411,585,6,-174
737,486,913,3,1399
738,671,212,7,459
739,456,260,2,716
740,368,540,5,-172
741,27,150,3,177
742,41,249,5,-208
743,174,427,5,-253
744,690,306,10,384
745,162,77,5,85
746,973,644,6,329
747,472,267,1,739
748,110,894,3,1004
749,751,90,5,661
750,760,515,9,245
751,343,533,10,-190
752,344,614,2,958
753,921,2,8,919
754,938,360,5,578
755,753,69,8,684
756,999,335,3,1334
757,704,433,3,1137
758,851,55,9,796
759,466,280,2,746
760,972,759,4,1731
761,699,379,2,1078
762,471,556,1,1027
763,895,401,2,1296
764,489,1,2,490
765,642,128,3,770
766,412,449,6,-37
767,977,145,9,832
768,550,784,10,-234
769,954,986,7,-32
770,787,404,5,383
771,949,954,1,1903
772,307,552,5,-245
773,755,185,4,940
774,455,229,1,684
775,497,205,5,292
776,731,474,2,1205
777,528,547,5,-19
778,145,411,4,556
779,100,735,1,835
780,132,861,5,-729
781,776,863,4,1639
782,15,511,3,526
783,811,477,10,334
784,259,611,8,-352
785,208,234,10,-26
786,680,305,10,375
787,803,732,6,71
788,70,318,3,388
789,452,147,8,305
790,341,445,9,-104
791,313,342,7,-29
792,14,480,2,494
793,509,88,5,421
794,464,37,5,427
795,896,796,5,100
796,567,585,4,1152
797,478,916,6,-438
798,467,271,10,196
799,870,702,5,168
800,730,902,5,-172
801,519,595,3,1114
802,389,38,5,351
803,974,429,10,545
804,114,564,10,-450
805,552,421,4,973
806,673,531,7,142
807,992,22,2,1014
808,66,971,9,-905
809,454,773,6,-319
810,830,389,6,441
811,131,965,4,1096
812,89,464,4,553
813,366,485,6,-119
814,994,573,10,421
815,934,210,9,724
816,719,785,5,-66
817,109,46,4,155
818,554,797,7,-243
819,432,462,10,-30
820,100,227,4,327
821,869,482,5,387
822,927,875,9,52
823,34,202,1,236
824,630,799,6,-169
825,981,88,9,893
826,670,758,5,-88
827,793,534,9,259
828,371,853,6,-482
829,186,965,8,-779
830,723,19,9,704
831,358,297,4,655
832,712,196,8,516
833,182,814,7,-632
834,473,369,10,104
835,469,145,3,614
836,216,412,7,-196
837,309,979,2,1288
838,21,947,9,-926
839,887,95,5,792
840,403,282,3,685
841,193,625,4,818
842,835,443,3,1278
843,851,366,8,485
844,746,854,1,1600
845,851,830,7,21
846,709,74,3,783
847,540,457,8,83
848,737,556,4,1293
849,469,503,1,972
850,255,570,1,825
851,918,181,5,737
852,75,712,5,-637
853,542,910,7,-368
854,782,578,2,1360
855,193,248,2,441
856,675,534,10,141
857,347,446,9,-99
858,446,507,1,953
859,15,334,4,349
860,215,118,2,333
861,892,560,10,332
862,265,537,6,-272
863,781,410,2,1191
864,216,334,9,-118
865,186,544,5,-358
866,379,677,2,1056
867,841,213,7,628
868,737,358,1,1095
869,757,887,3,1644
870,926,275,10,651
871,672,483,9,189
872,446,825,9,-379
873,548,480,9,68
874,329,672,6,-343
875,528,288,4,816
876,474,188,1,662
877,524,895,8,-371
878,90,967,6,-877
879,786,158,1,944
880,226,156,1,382
881,76,77,4,153
882,173,420,5,-247
883,710,617,5,93
884,121,980,7,-859
885,974,142,7,832
886,259,887,8,-628
887,141,488,5,-347
888,109,491,3,600
889,72,23,3,95
890,50,491,8,-441
891,160,776,2,936
892,934,62,6,872
893,648,983,4,1631
894,880,481,1,1361
895,441,817,9,-376
896,537,964,1,1501
897,512,628,4,1140
898,413,680,6,-267
899,159,235,3,394
900,292,125,3,417
901,81,497,3,578
902,44,131,8,-87
903,448,2,9,446
904,567,878,8,-311
905,456,789,10,-333
906,967,165,9,802
907,741,832,6,-91
908,497,954,3,1451
909,680,333,7,347
910,3,323,4,326
911,17,164,2,181
912,592,747,9,-155
913,938,691,1,1629
914,265,630,9,-365
915,991,647,5,344
916,847,156,5,691
917,357,985,4,1342
918,169,839,3,1008
919,616,681,3,1297
920,235,145,8,90
921,778,467,3,1245
922,572,476,9,96
923,500,675,1,1175
924,876,813,10,63
925,925,610,4,1535
926,145,500,2,645
927,295,810,10,-515
928,73,983,10,-910
929,737,915,8,-178
930,862,545,2,1407
931,850,756,10,94
932,562,311,10,251
933,561,699,3,1260
934,218,745,4,963
935,16,169,10,-153
936,286,656,1,942
937,4,522,6,-518
938,23,765,8,-742
939,579,227,3,806
940,501,676,6,-175
941,606,42,8,564
942,636,976,10,-340
943,18,239,2,257
944,136,880,9,-744
945,130,725,4,855
946,836,279,2,1115
947,944,649,6,295
948,377,437,1,814
949,615,364,9,251
950,165,636,2,801
951,81,598,1,679
952,656,357,7,299
953,135,206,2,341
954,416,878,8,-462
955,746,571,2,1317
956,14,331,3,345
957,753,860,1,1613
958,453,276,6,177
959,229,486,5,-257
960,404,487,2,891
961,125,590,2,715
962,855,944,9,-89
963,173,489,1,662
964,732,69,4,801
965,594,661,10,-67
966,264,187,10,77
967,74,627,9,-553
968,96,280,4,376
969,760,350,1,1110
970,84,920,10,-836
971,330,783,5,-453
972,107,2,6,105
973,311,808,6,-497
974,792,279,6,513
975,103,673,2,776
976,795,114,5,681
977,721,366,4,1087
978,229,762,6,-533
979,704,676,5,28
980,292,334,8,-42
981,621,22,7,599
982,581,924,8,-343
983,155,241,5,-86
984,323,843,3,1166
985,66,336,1,402
986,791,537,8,254
987,80,222,3,302
988,591,485,9,106
989,139,691,1,830
990,239,741,10,-502
991,24,231,8,-207
992,910,501,7,409
993,952,188,5,764
994,948,442,6,506
995,506,340,2,846
996,471,512,9,-41
997,196,793,8,-597
998,951,187,4,1138
999,228,956,4,1184
1000,633,618,1,1251
1001,735,804,3,1539
1002,251,925,8,-674
1003,392,950,2,1342
1004,107,32,7,75
1005,684,781,8,-97
1006,196,240,10,-44
1007,174,455,5,-281
1008,883,441,2,1324
1009,348,599,5,-251
1010,169,920,1,1089
1011,546,748,7,-202
1012,718,330,5,388
1013,935,781,5,154
1014,747,639,9,108
1015,349,718,2,1067
1016,994,294,4,1288
1017,250,918,10,-668
1018,708,845,9,-137
1019,263,471,5,-208
1020,513,366,6,147
1021,229,916,10,-687
1022,14,682,4,696
1023,157,821,3,978
1024,389,742,10,-353
1025,223,369,1,592
1026,99,684,10,-585
1027,664,326,2,990
1028,655,323,5,332
1029,765,820,2,1585
1030,999,9,7,990
1031,921,986,1,1907
1032,195,74,9,121
1033,617,640,4,1257
1034,498,242,4,740
1035,342,679,5,-337
1036,617,894,9,-277
1037,237,512,9,-275
1038,679,631,10,48
1039,291,26,9,265
1040,401,422,8,-21
1041,46,141,6,-95
1042,453,793,9,-340
1043,218,559,3,777
1044,513,315,6,198
1045,623,179,2,802
1046,423,139,3,562
1047,584,268,1,852
1048,912,557,1,1469
1049,271,318,6,-47
1050,203,976,7,-773
1051,543,662,4,1205
1052,865,85,1,950
1053,53,745,6,-692
1054,225,309,8,-84
1055,454,447,5,7
1056,731,398,4,1129
1057,964,745,8,219
1058,164,701,4,865
1059,642,450,5,192
1060,691,226,8,465
1061,64,311,9,-247
1062,99,148,7,-49
1063,731,852,4,1583
1064,840,6,7,834
1065,86,10,9,76
1066,48,561,2,609
1067,148,339,8,-191
1068,328,119,4,447
1069,100,850,10,-750
1070,974,522,8,452
1071,671,557,7,114
1072,241,295,2,536
1073,768,180,2,948
1074,13,844,8,-831
1075,42,44,7,-2
1076,313,50,9,263
1077,318,480,4,798
1078,901,682,4,1583
1079,116,120,1,236
1080,458,46,9,412
1081,721,156,5,565
1082,124,853,2,977
1083,521,619,6,-98
1084,873,653,5,220
1085,542,635,4,1177
1086,214,732,1,946
1087,648,964,5,-316
1088,608,35,8,573
1089,895,837,1,1732
1090,565,352,7,213
1091,452,445,8,7
1092,176,822,8,-646
1093,143,73,10,70
1094,242,372,5,-130
1095,157,323,5,-166
1096,481,258,10,223
1097,706,425,9,281
1098,635,965,1,1600
1099,610,444,6,166
1100,812,864,5,-52
1101,748,987,3,1735
1102,261,63,9,198
1103,485,874,6,-389
1104,50,886,3,936
1105,671,240,5,431
1106,551,130,10,421
1107,554,740,3,1294
1108,462,485,6,-23
1109,830,377,2,1207
1110,355,371,10,-16
1111,621,72,1,693
1112,122,647,4,769
1113,453,531,7,-78
1114,216,766,9,-550
1115,460,451,3,911
1116,907,833,5,74
1117,929,519,6,410
1118,488,916,10,-428
1119,751,870,3,1621
1120,43,127,10,-84
1121,428,194,4,622
1122,390,192,9,198
1123,758,672,10,86
1124,71,81,6,-10
1125,611,199,6,412
1126,849,150,5,699
1127,240,597,8,-357
1128,889,910,7,-21
1129,567,736,1,1303
1130,713,5,4,718
1131,901,614,3,1515
1132,71,41,7,30
1133,407,532,1,939
1134,617,598,6,19
1135,243,28,9,215
1136,242,202,6,40
1137,750,812,3,1562
1138,529,243,2,772
1139,793,591,10,202
1140,528,724,8,-196
1141,566,383,9,183
1142,153,880,9,-727
1143,89,537,3,626
1144,172,341,1,513
1145,155,291,4,446
1146,138,148,10,-10
1147,308,547,8,-239
1148,224,308,8,-84
1149,328,623,10,-295
1150,688,981,4,1669
1151,149,909,6,-760
1152,495,652,7,-157
1153,164,627,3,791
1154,13,382,5,-369
1155,922,494,4,1416
1156,933,156,1,1089
1157,439,433,5,6
1158,441,82,2,523
1159,417,828,10,-411
1160,423,165,6,258
1161,991,865,8,126
1162,459,330,4,789
1163,482,665,3,1147
1164,526,160,5,366
1165,301,697,4,998
1166,550,58,1,608
1167,98,932,2,1030
1168,557,431,6,126
1169,909,748,1,1657
1170,984,274,3,1258
1171,416,320,6,96
1172,605,139,3,744
1173,605,713,2,1318
1174,581,838,7,-257
1175,135,557,8,-422
1176,107,141,1,248
1177,634,687,4,1321
1178,891,198,5,693
1179,235,393,9,-158
1180,126,642,4,768
1181,815,667,5,148
1182,248,855,5,-607
1183,402,229,7,173
1184,674,458,4,1132
1185,424,984,6,-560
1186,660,668,6,-8
1187,769,304,10,465
1188,165,460,7,-295
1189,174,831,10,-657
1190,588,317,10,271
1191,234,338,8,-104
1192,915,771,7,144
1193,970,646,10,324
1194,227,997,10,-770
1195,740,899,6,-159
1196,632,323,4,955
1197,545,428,7,117
1198,925,850,9,75
1199,259,733,4,992
1200,509,760,2,1269
1201,355,30,8,325
1202,56,709,9,-653
1203,287,729,9,-442
1204,579,298,10,281
1205,128,749,8,-621
1206,274,1,4,275
1207,585,890,8,-305
1208,128,988,8,-860
1209,112,837,10,-725
1210,491,850,10,-359
1211,879,817,2,1696
1212,146,132,1,278
1213,742,917,2,1659
1214,402,389,10,13
1215,372,498,5,-126
1216,884,968,9,-84
1217,875,155,2,1030
1218,933,386,9,547
1219,509,339,1,848
1220,262,265,7,-3
1221,421,64,10,357
1222,464,221,9,243
1223,900,191,3,1091
1224,630,121,8,509
1225,112,374,2,486
1226,878,381,10,497
1227,337,395,6,-58
1228,962,612,10,350
1229,262,591,10,-329
1230,76,731,9,-655
1231,446,235,10,211
1232,388,567,4,955
1233,603,629,1,1232
1234,699,632,10,67
1235,527,692,1,1219
1236,42,809,5,-767
1237,785,132,5,653
1238,105,66,5,39
1239,171,692,10,-521
1240,514,83,1,597
1241,539,379,10,160
1242,591,124,8,467
1243,651,781,2,1432
1244,679,139,9,540
1245,849,682,10,167
1246,483,628,5,-145
1247,582,95,1,677
1248,473,591,3,1064
1249,70,811,2,881
1250,917,314,4,1231
1251,317,445,8,-128
1252,123,57,2,180
1253,530,580,1,1110
1254,878,337,4,1215
1255,891,194,7,697
1256,136,818,3,954
1257,995,592,2,1587
1258,1,495,2,496
1259,943,393,6,550
1260,769,849,7,-80
1261,638,983,1,1621
1262,955,149,3,1104
1263,640,352,5,288
1264,100,526,6,-426
1265,561,959,6,-398
1266,506,915,10,-409
1267,357,696,9,-339
1268,930,990,7,-60
1269,758,287,2,1045
1270,81,60,3,141
1271,157,493,9,-336
1272,460,85,8,375
1273,827,37,6,790
1274,704,712,9,-8
1275,852,154,1,1006
1276,211,756,8,-545
1277,807,282,2,1089
1278,94,644,8,-550
1279,302,569,8,-267
1280,24,862,3,886
1281,868,651,5,217
1282,714,552,1,1266
1283,838,975,1,1813
1284,292,704,1,996
1285,210,122,10,88
1286,823,710,3,1533
1287,792,706,3,1498
1288,919,610,6,309
1289,109,917,3,1026
1290,567,333,3,900
1291,743,959,4,1702
1292,150,932,2,1082
1293,19,474,10,-455
1294,440,670,5,-230
1295,509,644,4,1153
1296,126,789,7,-663
1297,642,799,3,1441
1298,497,590,5,-93
1299,524,933,9,-409
1300,372,226,1,598
1301,205,816,8,-611
1302,614,222,8,392
